original_file,spectrogram_file,emotion,split
1033_WSI_NEU_XX.wav,neutral_1445.png,neutral,train
1085_TSI_ANG_XX.wav,angry_1446.png,angry,train
1046_MTI_HAP_XX.wav,happy_1447.png,happy,train
1049_IOM_ANG_XX.wav,angry_1448.png,angry,train
1078_ITH_ANG_XX.wav,angry_1449.png,angry,train
1056_TSI_SAD_XX.wav,sad_1450.png,sad,train
1078_IOM_FEA_XX.wav,fear_1451.png,fear,train
1046_TIE_HAP_XX.wav,happy_1452.png,happy,train
1073_TAI_ANG_XX.wav,angry_1453.png,angry,train
1077_TIE_HAP_XX.wav,happy_1454.png,happy,train
1080_MTI_FEA_XX.wav,fear_1455.png,fear,train
1064_IEO_DIS_LO.wav,disgust_1456.png,disgust,train
1043_ITH_ANG_XX.wav,angry_1457.png,angry,train
1043_IWL_HAP_XX.wav,happy_1458.png,happy,train
1054_ITH_DIS_XX.wav,disgust_1459.png,disgust,train
1068_IOM_DIS_XX.wav,disgust_1460.png,disgust,train
1077_ITS_ANG_XX.wav,angry_1461.png,angry,train
1047_WSI_FEA_XX.wav,fear_1462.png,fear,train
1086_TAI_HAP_XX.wav,happy_1463.png,happy,train
1050_ITH_FEA_XX.wav,fear_1464.png,fear,train
1001_MTI_SAD_XX.wav,sad_1465.png,sad,train
1066_ITH_FEA_XX.wav,fear_1466.png,fear,train
1010_TSI_ANG_XX.wav,angry_1467.png,angry,train
1090_TAI_SAD_XX.wav,sad_1468.png,sad,train
1067_IEO_DIS_MD.wav,disgust_1469.png,disgust,train
1060_IWL_DIS_XX.wav,disgust_1470.png,disgust,train
1078_TIE_FEA_XX.wav,fear_1471.png,fear,train
1010_MTI_NEU_XX.wav,neutral_1472.png,neutral,train
1079_IWL_SAD_XX.wav,sad_1473.png,sad,train
1047_IWW_NEU_XX.wav,neutral_1474.png,neutral,train
1053_WSI_SAD_XX.wav,sad_1475.png,sad,train
1002_TIE_HAP_XX.wav,happy_1476.png,happy,train
1083_ITS_DIS_XX.wav,disgust_1477.png,disgust,train
1012_IEO_NEU_XX.wav,neutral_1478.png,neutral,train
1044_TSI_HAP_XX.wav,happy_1479.png,happy,train
1010_IOM_ANG_XX.wav,angry_1480.png,angry,train
1058_IEO_HAP_MD.wav,happy_1481.png,happy,train
1086_TSI_NEU_XX.wav,neutral_1482.png,neutral,train
1083_ITS_SAD_XX.wav,sad_1483.png,sad,train
1017_TIE_HAP_XX.wav,happy_1484.png,happy,train
1014_ITS_NEU_XX.wav,neutral_1485.png,neutral,train
1034_ITH_DIS_XX.wav,disgust_1486.png,disgust,train
1050_IEO_ANG_LO.wav,angry_1487.png,angry,train
1050_ITH_HAP_XX.wav,happy_1488.png,happy,train
1082_TIE_SAD_XX.wav,sad_1489.png,sad,train
1058_TAI_HAP_XX.wav,happy_1490.png,happy,train
1066_IEO_DIS_HI.wav,disgust_1491.png,disgust,train
1024_IEO_DIS_HI.wav,disgust_1492.png,disgust,train
1077_ITH_HAP_XX.wav,happy_1493.png,happy,train
1081_MTI_DIS_XX.wav,disgust_1494.png,disgust,train
1078_ITS_SAD_XX.wav,sad_1495.png,sad,train
1056_IWW_DIS_XX.wav,disgust_1496.png,disgust,train
1001_IOM_ANG_XX.wav,angry_1497.png,angry,train
1017_IEO_HAP_MD.wav,happy_1498.png,happy,train
1082_IWW_HAP_XX.wav,happy_1499.png,happy,train
1058_IEO_DIS_LO.wav,disgust_1500.png,disgust,train
1015_ITS_SAD_XX.wav,sad_1501.png,sad,train
1076_IWW_DIS_XX.wav,disgust_1502.png,disgust,train
1001_DFA_NEU_XX.wav,neutral_1503.png,neutral,train
1073_DFA_SAD_XX.wav,sad_1504.png,sad,train
1062_TIE_NEU_XX.wav,neutral_1505.png,neutral,train
1062_TIE_DIS_XX.wav,disgust_1506.png,disgust,train
1005_MTI_NEU_XX.wav,neutral_1507.png,neutral,train
1077_ITH_ANG_XX.wav,angry_1508.png,angry,train
1004_IEO_FEA_HI.wav,fear_1509.png,fear,train
1058_DFA_SAD_XX.wav,sad_1510.png,sad,train
1027_IEO_FEA_MD.wav,fear_1511.png,fear,train
1070_MTI_HAP_XX.wav,happy_1512.png,happy,train
1054_MTI_SAD_XX.wav,sad_1513.png,sad,train
1090_ITH_HAP_XX.wav,happy_1514.png,happy,train
1047_TAI_HAP_XX.wav,happy_1515.png,happy,train
1055_ITS_SAD_XX.wav,sad_1516.png,sad,train
1028_ITS_ANG_XX.wav,angry_1517.png,angry,train
1077_TSI_HAP_XX.wav,happy_1518.png,happy,train
1018_MTI_NEU_XX.wav,neutral_1519.png,neutral,train
1039_IOM_NEU_XX.wav,neutral_1520.png,neutral,train
1008_IWL_NEU_XX.wav,neutral_1521.png,neutral,train
1044_WSI_NEU_XX.wav,neutral_1522.png,neutral,train
1045_ITS_HAP_XX.wav,happy_1523.png,happy,train
1003_ITH_SAD_XX.wav,sad_1524.png,sad,train
1045_IWW_ANG_XX.wav,angry_1525.png,angry,train
1064_IEO_DIS_HI.wav,disgust_1526.png,disgust,train
1043_IEO_NEU_XX.wav,neutral_1527.png,neutral,train
1004_IOM_SAD_XX.wav,sad_1528.png,sad,train
1068_IEO_DIS_LO.wav,disgust_1529.png,disgust,train
1064_IEO_HAP_LO.wav,happy_1530.png,happy,train
1014_ITS_SAD_XX.wav,sad_1531.png,sad,train
1044_IEO_FEA_MD.wav,fear_1532.png,fear,train
1082_MTI_ANG_XX.wav,angry_1533.png,angry,train
1022_IEO_FEA_MD.wav,fear_1534.png,fear,train
1071_DFA_FEA_XX.wav,fear_1535.png,fear,train
1018_MTI_ANG_XX.wav,angry_1536.png,angry,train
1045_ITH_ANG_XX.wav,angry_1537.png,angry,train
1021_ITH_ANG_XX.wav,angry_1538.png,angry,train
1085_ITH_FEA_XX.wav,fear_1539.png,fear,train
1076_MTI_FEA_XX.wav,fear_1540.png,fear,train
1023_IEO_SAD_LO.wav,sad_1541.png,sad,train
1084_IWL_FEA_XX.wav,fear_1542.png,fear,train
1085_TSI_NEU_XX.wav,neutral_1543.png,neutral,train
1028_DFA_SAD_XX.wav,sad_1544.png,sad,train
1068_DFA_FEA_XX.wav,fear_1545.png,fear,train
1053_IEO_SAD_MD.wav,sad_1546.png,sad,train
1032_IEO_ANG_HI.wav,angry_1547.png,angry,train
1070_IOM_FEA_XX.wav,fear_1548.png,fear,train
1056_ITS_HAP_XX.wav,happy_1549.png,happy,train
1013_TAI_HAP_XX.wav,happy_1550.png,happy,train
1088_WSI_NEU_XX.wav,neutral_1551.png,neutral,train
1037_ITS_SAD_XX.wav,sad_1552.png,sad,train
1032_ITH_DIS_XX.wav,disgust_1553.png,disgust,train
1076_TSI_DIS_XX.wav,disgust_1554.png,disgust,train
1008_IOM_FEA_XX.wav,fear_1555.png,fear,train
1051_IEO_DIS_MD.wav,disgust_1556.png,disgust,train
1049_WSI_FEA_XX.wav,fear_1557.png,fear,train
1034_TSI_NEU_XX.wav,neutral_1558.png,neutral,train
1030_IWW_ANG_XX.wav,angry_1559.png,angry,train
1087_DFA_ANG_XX.wav,angry_1560.png,angry,train
1063_IEO_DIS_LO.wav,disgust_1561.png,disgust,train
1074_IWW_SAD_XX.wav,sad_1562.png,sad,train
1026_WSI_DIS_XX.wav,disgust_1563.png,disgust,train
1018_TIE_ANG_XX.wav,angry_1564.png,angry,train
1089_IEO_DIS_MD.wav,disgust_1565.png,disgust,train
1057_TSI_SAD_XX.wav,sad_1566.png,sad,train
1079_DFA_HAP_XX.wav,happy_1567.png,happy,train
1011_IWL_HAP_XX.wav,happy_1568.png,happy,train
1074_IWL_SAD_XX.wav,sad_1569.png,sad,train
1075_TSI_DIS_XX.wav,disgust_1570.png,disgust,train
1041_IEO_NEU_XX.wav,neutral_1571.png,neutral,train
1090_TAI_HAP_XX.wav,happy_1572.png,happy,train
1053_TSI_FEA_XX.wav,fear_1573.png,fear,train
1046_IWW_FEA_XX.wav,fear_1574.png,fear,train
1038_TAI_SAD_XX.wav,sad_1575.png,sad,train
1007_ITS_HAP_XX.wav,happy_1576.png,happy,train
1091_IEO_SAD_LO.wav,sad_1577.png,sad,train
1001_ITH_FEA_XX.wav,fear_1578.png,fear,train
1037_TAI_FEA_XX.wav,fear_1579.png,fear,train
1050_WSI_ANG_XX.wav,angry_1580.png,angry,train
1012_TAI_ANG_XX.wav,angry_1581.png,angry,train
1030_WSI_DIS_XX.wav,disgust_1582.png,disgust,train
1078_IEO_SAD_HI.wav,sad_1583.png,sad,train
1074_IEO_FEA_MD.wav,fear_1584.png,fear,train
1038_MTI_DIS_XX.wav,disgust_1585.png,disgust,train
1019_IWW_NEU_XX.wav,neutral_1586.png,neutral,train
1068_TSI_SAD_XX.wav,sad_1587.png,sad,train
1074_ITS_FEA_XX.wav,fear_1588.png,fear,train
1002_IEO_FEA_LO.wav,fear_1589.png,fear,train
1001_IEO_DIS_HI.wav,disgust_1590.png,disgust,train
1024_TAI_NEU_XX.wav,neutral_1591.png,neutral,train
1091_TAI_ANG_XX.wav,angry_1592.png,angry,train
1002_IEO_HAP_HI.wav,happy_1593.png,happy,train
1079_IWW_HAP_XX.wav,happy_1594.png,happy,train
1057_IEO_ANG_MD.wav,angry_1595.png,angry,train
1017_IEO_FEA_HI.wav,fear_1596.png,fear,train
1084_DFA_DIS_XX.wav,disgust_1597.png,disgust,train
1057_TIE_HAP_XX.wav,happy_1598.png,happy,train
1074_WSI_FEA_XX.wav,fear_1599.png,fear,train
1086_IWL_ANG_XX.wav,angry_1600.png,angry,train
1021_TAI_FEA_XX.wav,fear_1601.png,fear,train
1080_MTI_NEU_XX.wav,neutral_1602.png,neutral,train
1058_MTI_HAP_XX.wav,happy_1603.png,happy,train
1009_IEO_HAP_MD.wav,happy_1604.png,happy,train
1062_IWL_DIS_XX.wav,disgust_1605.png,disgust,train
1012_TIE_ANG_XX.wav,angry_1606.png,angry,train
1005_IOM_SAD_XX.wav,sad_1607.png,sad,train
1083_ITH_ANG_XX.wav,angry_1608.png,angry,train
1036_WSI_HAP_XX.wav,happy_1609.png,happy,train
1080_IOM_HAP_XX.wav,happy_1610.png,happy,train
1084_ITH_SAD_XX.wav,sad_1611.png,sad,train
1031_IOM_ANG_XX.wav,angry_1612.png,angry,train
1005_MTI_DIS_XX.wav,disgust_1613.png,disgust,train
1079_IOM_SAD_XX.wav,sad_1614.png,sad,train
1057_DFA_DIS_XX.wav,disgust_1615.png,disgust,train
1006_IEO_FEA_MD.wav,fear_1616.png,fear,train
1067_ITH_HAP_XX.wav,happy_1617.png,happy,train
1077_IEO_HAP_LO.wav,happy_1618.png,happy,train
1004_WSI_ANG_XX.wav,angry_1619.png,angry,train
1014_WSI_NEU_XX.wav,neutral_1620.png,neutral,train
1045_ITS_SAD_XX.wav,sad_1621.png,sad,train
1047_IWW_FEA_XX.wav,fear_1622.png,fear,train
1031_WSI_NEU_XX.wav,neutral_1623.png,neutral,train
1063_ITS_HAP_XX.wav,happy_1624.png,happy,train
1020_IWW_SAD_XX.wav,sad_1625.png,sad,train
1026_WSI_SAD_XX.wav,sad_1626.png,sad,train
1071_ITH_SAD_XX.wav,sad_1627.png,sad,train
1013_ITH_ANG_XX.wav,angry_1628.png,angry,train
1013_IWL_ANG_XX.wav,angry_1629.png,angry,train
1041_MTI_HAP_XX.wav,happy_1630.png,happy,train
1043_IEO_ANG_MD.wav,angry_1631.png,angry,train
1091_ITH_FEA_XX.wav,fear_1632.png,fear,train
1028_TSI_HAP_XX.wav,happy_1633.png,happy,train
1083_DFA_NEU_XX.wav,neutral_1634.png,neutral,train
1055_MTI_ANG_XX.wav,angry_1635.png,angry,train
1056_WSI_NEU_XX.wav,neutral_1636.png,neutral,train
1040_IEO_DIS_HI.wav,disgust_1637.png,disgust,train
1029_TIE_SAD_XX.wav,sad_1638.png,sad,train
1028_IEO_DIS_MD.wav,disgust_1639.png,disgust,train
1063_IEO_FEA_MD.wav,fear_1640.png,fear,train
1034_IEO_SAD_MD.wav,sad_1641.png,sad,train
1024_TSI_NEU_XX.wav,neutral_1642.png,neutral,train
1077_IEO_SAD_HI.wav,sad_1643.png,sad,train
1028_TAI_NEU_XX.wav,neutral_1644.png,neutral,train
1080_IEO_DIS_LO.wav,disgust_1645.png,disgust,train
1016_TSI_ANG_XX.wav,angry_1646.png,angry,train
1011_IEO_ANG_HI.wav,angry_1647.png,angry,train
1044_WSI_HAP_XX.wav,happy_1648.png,happy,train
1022_IEO_NEU_XX.wav,neutral_1649.png,neutral,train
1072_ITS_HAP_XX.wav,happy_1650.png,happy,train
1091_TIE_ANG_XX.wav,angry_1651.png,angry,train
1057_IWW_DIS_XX.wav,disgust_1652.png,disgust,train
1031_WSI_DIS_XX.wav,disgust_1653.png,disgust,train
1002_TAI_ANG_XX.wav,angry_1654.png,angry,train
1030_ITS_DIS_XX.wav,disgust_1655.png,disgust,train
1068_IWW_ANG_XX.wav,angry_1656.png,angry,train
1049_ITH_NEU_XX.wav,neutral_1657.png,neutral,train
1088_IWW_DIS_XX.wav,disgust_1658.png,disgust,train
1016_IOM_NEU_XX.wav,neutral_1659.png,neutral,train
1019_IOM_SAD_XX.wav,sad_1660.png,sad,train
1018_MTI_FEA_XX.wav,fear_1661.png,fear,train
1089_ITH_ANG_XX.wav,angry_1662.png,angry,train
1091_IOM_NEU_XX.wav,neutral_1663.png,neutral,train
1032_IEO_NEU_XX.wav,neutral_1664.png,neutral,train
1068_DFA_NEU_XX.wav,neutral_1665.png,neutral,train
1070_IOM_ANG_XX.wav,angry_1666.png,angry,train
1088_WSI_SAD_XX.wav,sad_1667.png,sad,train
1084_IEO_DIS_LO.wav,disgust_1668.png,disgust,train
1087_TAI_DIS_XX.wav,disgust_1669.png,disgust,train
1019_DFA_ANG_XX.wav,angry_1670.png,angry,train
1030_TSI_SAD_XX.wav,sad_1671.png,sad,train
1022_ITS_HAP_XX.wav,happy_1672.png,happy,train
1047_IEO_SAD_MD.wav,sad_1673.png,sad,train
1030_WSI_SAD_XX.wav,sad_1674.png,sad,train
1019_IWL_ANG_XX.wav,angry_1675.png,angry,train
1071_IWW_ANG_XX.wav,angry_1676.png,angry,train
1076_WSI_DIS_XX.wav,disgust_1677.png,disgust,train
1087_TAI_SAD_XX.wav,sad_1678.png,sad,train
1017_ITH_HAP_XX.wav,happy_1679.png,happy,train
1059_IEO_ANG_MD.wav,angry_1680.png,angry,train
1014_IOM_SAD_XX.wav,sad_1681.png,sad,train
1013_TSI_FEA_XX.wav,fear_1682.png,fear,train
1061_IOM_HAP_XX.wav,happy_1683.png,happy,train
1019_ITS_ANG_XX.wav,angry_1684.png,angry,train
1012_IEO_FEA_MD.wav,fear_1685.png,fear,train
1057_TAI_NEU_XX.wav,neutral_1686.png,neutral,train
1081_TSI_HAP_XX.wav,happy_1687.png,happy,train
1029_TAI_NEU_XX.wav,neutral_1688.png,neutral,train
1081_IWW_FEA_XX.wav,fear_1689.png,fear,train
1012_IEO_ANG_LO.wav,angry_1690.png,angry,train
1077_TIE_ANG_XX.wav,angry_1691.png,angry,train
1089_WSI_FEA_XX.wav,fear_1692.png,fear,train
1087_IEO_FEA_MD.wav,fear_1693.png,fear,train
1036_DFA_SAD_XX.wav,sad_1694.png,sad,train
1003_MTI_NEU_XX.wav,neutral_1695.png,neutral,train
1064_IOM_DIS_XX.wav,disgust_1696.png,disgust,train
1049_DFA_DIS_XX.wav,disgust_1697.png,disgust,train
1033_WSI_FEA_XX.wav,fear_1698.png,fear,train
1065_IWW_FEA_XX.wav,fear_1699.png,fear,train
1044_IWW_SAD_XX.wav,sad_1700.png,sad,train
1091_IWL_NEU_XX.wav,neutral_1701.png,neutral,train
1013_IEO_NEU_XX.wav,neutral_1702.png,neutral,train
1070_DFA_HAP_XX.wav,happy_1703.png,happy,train
1011_TAI_HAP_XX.wav,happy_1704.png,happy,train
1053_TAI_HAP_XX.wav,happy_1705.png,happy,train
1085_ITH_ANG_XX.wav,angry_1706.png,angry,train
1083_TIE_SAD_XX.wav,sad_1707.png,sad,train
1046_ITS_FEA_XX.wav,fear_1708.png,fear,train
1010_TAI_HAP_XX.wav,happy_1709.png,happy,train
1081_TIE_HAP_XX.wav,happy_1710.png,happy,train
1036_MTI_ANG_XX.wav,angry_1711.png,angry,train
1087_IEO_ANG_HI.wav,angry_1712.png,angry,train
1034_IEO_DIS_HI.wav,disgust_1713.png,disgust,train
1010_MTI_FEA_XX.wav,fear_1714.png,fear,train
1084_ITS_HAP_XX.wav,happy_1715.png,happy,train
1014_DFA_SAD_XX.wav,sad_1716.png,sad,train
1023_IEO_DIS_MD.wav,disgust_1717.png,disgust,train
1090_ITH_ANG_XX.wav,angry_1718.png,angry,train
1071_MTI_DIS_XX.wav,disgust_1719.png,disgust,train
1018_ITH_HAP_XX.wav,happy_1720.png,happy,train
1052_IWL_FEA_XX.wav,fear_1721.png,fear,train
1085_TAI_HAP_XX.wav,happy_1722.png,happy,train
1010_WSI_SAD_XX.wav,sad_1723.png,sad,train
1060_IOM_DIS_XX.wav,disgust_1724.png,disgust,train
1089_ITS_NEU_XX.wav,neutral_1725.png,neutral,train
1045_DFA_HAP_XX.wav,happy_1726.png,happy,train
1004_ITH_NEU_XX.wav,neutral_1727.png,neutral,train
1083_IOM_FEA_XX.wav,fear_1728.png,fear,train
1024_DFA_SAD_XX.wav,sad_1729.png,sad,train
1079_IEO_FEA_MD.wav,fear_1730.png,fear,train
1084_IEO_FEA_LO.wav,fear_1731.png,fear,train
1002_IEO_DIS_MD.wav,disgust_1732.png,disgust,train
1053_IEO_FEA_HI.wav,fear_1733.png,fear,train
1063_IWW_ANG_XX.wav,angry_1734.png,angry,train
1089_TSI_SAD_XX.wav,sad_1735.png,sad,train
1068_IEO_HAP_HI.wav,happy_1736.png,happy,train
1018_TIE_HAP_XX.wav,happy_1737.png,happy,train
1089_IWL_FEA_XX.wav,fear_1738.png,fear,train
1005_TAI_SAD_XX.wav,sad_1739.png,sad,train
1091_IEO_DIS_LO.wav,disgust_1740.png,disgust,train
1018_TSI_DIS_XX.wav,disgust_1741.png,disgust,train
1029_TAI_HAP_XX.wav,happy_1742.png,happy,train
1085_TIE_FEA_XX.wav,fear_1743.png,fear,train
1062_ITH_SAD_XX.wav,sad_1744.png,sad,train
1058_ITS_HAP_XX.wav,happy_1745.png,happy,train
1066_IWL_HAP_XX.wav,happy_1746.png,happy,train
1009_DFA_DIS_XX.wav,disgust_1747.png,disgust,train
1075_IEO_NEU_XX.wav,neutral_1748.png,neutral,train
1034_IEO_ANG_MD.wav,angry_1749.png,angry,train
1080_IWW_ANG_XX.wav,angry_1750.png,angry,train
1002_ITH_ANG_XX.wav,angry_1751.png,angry,train
1026_WSI_ANG_XX.wav,angry_1752.png,angry,train
1079_TIE_DIS_XX.wav,disgust_1753.png,disgust,train
1085_MTI_FEA_XX.wav,fear_1754.png,fear,train
1079_ITS_FEA_XX.wav,fear_1755.png,fear,train
1034_ITH_SAD_XX.wav,sad_1756.png,sad,train
1019_WSI_DIS_XX.wav,disgust_1757.png,disgust,train
1019_TSI_SAD_XX.wav,sad_1758.png,sad,train
1007_MTI_NEU_XX.wav,neutral_1759.png,neutral,train
1046_TSI_HAP_XX.wav,happy_1760.png,happy,train
1012_WSI_SAD_XX.wav,sad_1761.png,sad,train
1048_IWL_NEU_XX.wav,neutral_1762.png,neutral,train
1045_TAI_NEU_XX.wav,neutral_1763.png,neutral,train
1084_IEO_HAP_MD.wav,happy_1764.png,happy,train
1004_IWL_DIS_XX.wav,disgust_1765.png,disgust,train
1009_WSI_ANG_XX.wav,angry_1766.png,angry,train
1032_ITH_ANG_XX.wav,angry_1767.png,angry,train
1034_IWL_HAP_XX.wav,happy_1768.png,happy,train
1062_TSI_DIS_XX.wav,disgust_1769.png,disgust,train
1057_TSI_HAP_XX.wav,happy_1770.png,happy,train
1058_ITH_HAP_XX.wav,happy_1771.png,happy,train
1067_TSI_FEA_XX.wav,fear_1772.png,fear,train
1062_IEO_SAD_MD.wav,sad_1773.png,sad,train
1081_IWW_SAD_XX.wav,sad_1774.png,sad,train
1025_DFA_NEU_XX.wav,neutral_1775.png,neutral,train
1057_IEO_NEU_XX.wav,neutral_1776.png,neutral,train
1025_IEO_NEU_XX.wav,neutral_1777.png,neutral,train
1028_ITH_DIS_XX.wav,disgust_1778.png,disgust,train
1021_WSI_DIS_XX.wav,disgust_1779.png,disgust,train
1023_IOM_NEU_XX.wav,neutral_1780.png,neutral,train
1081_IWL_ANG_XX.wav,angry_1781.png,angry,train
1059_IWL_HAP_XX.wav,happy_1782.png,happy,train
1045_TSI_FEA_XX.wav,fear_1783.png,fear,train
1082_IWL_ANG_XX.wav,angry_1784.png,angry,train
1075_IEO_FEA_MD.wav,fear_1785.png,fear,train
1052_IEO_FEA_LO.wav,fear_1786.png,fear,train
1001_IEO_FEA_LO.wav,fear_1787.png,fear,train
1027_TSI_FEA_XX.wav,fear_1788.png,fear,train
1071_IWW_NEU_XX.wav,neutral_1789.png,neutral,train
1023_IWL_FEA_XX.wav,fear_1790.png,fear,train
1045_WSI_NEU_XX.wav,neutral_1791.png,neutral,train
1054_IWL_SAD_XX.wav,sad_1792.png,sad,train
1021_IEO_DIS_HI.wav,disgust_1793.png,disgust,train
1049_IWW_FEA_XX.wav,fear_1794.png,fear,train
1056_IOM_FEA_XX.wav,fear_1795.png,fear,train
1061_IEO_HAP_HI.wav,happy_1796.png,happy,train
1018_ITS_DIS_XX.wav,disgust_1797.png,disgust,train
1033_TSI_HAP_XX.wav,happy_1798.png,happy,train
1013_IOM_HAP_XX.wav,happy_1799.png,happy,train
1033_MTI_ANG_XX.wav,angry_1800.png,angry,train
1081_DFA_ANG_XX.wav,angry_1801.png,angry,train
1015_DFA_HAP_XX.wav,happy_1802.png,happy,train
1003_IEO_SAD_LO.wav,sad_1803.png,sad,train
1080_IWW_SAD_XX.wav,sad_1804.png,sad,train
1061_IWL_HAP_XX.wav,happy_1805.png,happy,train
1001_DFA_FEA_XX.wav,fear_1806.png,fear,train
1014_TIE_FEA_XX.wav,fear_1807.png,fear,train
1037_IOM_HAP_XX.wav,happy_1808.png,happy,train
1060_IEO_FEA_LO.wav,fear_1809.png,fear,train
1039_IOM_FEA_XX.wav,fear_1810.png,fear,train
1070_IOM_DIS_XX.wav,disgust_1811.png,disgust,train
1046_MTI_ANG_XX.wav,angry_1812.png,angry,train
1041_WSI_ANG_XX.wav,angry_1813.png,angry,train
1010_IWL_ANG_XX.wav,angry_1814.png,angry,train
1005_TSI_FEA_XX.wav,fear_1815.png,fear,train
1054_WSI_NEU_XX.wav,neutral_1816.png,neutral,train
1089_IEO_SAD_LO.wav,sad_1817.png,sad,train
1048_IWW_NEU_XX.wav,neutral_1818.png,neutral,train
1068_WSI_ANG_XX.wav,angry_1819.png,angry,train
1056_ITH_FEA_XX.wav,fear_1820.png,fear,train
1027_IWL_SAD_XX.wav,sad_1821.png,sad,train
1052_IWW_HAP_XX.wav,happy_1822.png,happy,train
1073_IOM_ANG_XX.wav,angry_1823.png,angry,train
1007_MTI_FEA_XX.wav,fear_1824.png,fear,train
1070_IWW_SAD_XX.wav,sad_1825.png,sad,train
1047_ITS_NEU_XX.wav,neutral_1826.png,neutral,train
1042_IEO_DIS_MD.wav,disgust_1827.png,disgust,train
1080_IEO_ANG_MD.wav,angry_1828.png,angry,train
1014_MTI_HAP_XX.wav,happy_1829.png,happy,train
1021_IEO_FEA_HI.wav,fear_1830.png,fear,train
1059_ITH_DIS_XX.wav,disgust_1831.png,disgust,train
1087_TSI_HAP_XX.wav,happy_1832.png,happy,train
1026_MTI_DIS_XX.wav,disgust_1833.png,disgust,train
1031_TIE_HAP_XX.wav,happy_1834.png,happy,train
1083_ITH_FEA_XX.wav,fear_1835.png,fear,train
1080_IEO_SAD_HI.wav,sad_1836.png,sad,train
1022_IWW_NEU_XX.wav,neutral_1837.png,neutral,train
1047_TSI_NEU_XX.wav,neutral_1838.png,neutral,train
1048_IWW_SAD_XX.wav,sad_1839.png,sad,train
1040_IEO_HAP_HI.wav,happy_1840.png,happy,train
1021_IEO_FEA_LO.wav,fear_1841.png,fear,train
1037_MTI_NEU_XX.wav,neutral_1842.png,neutral,train
1019_IWW_ANG_XX.wav,angry_1843.png,angry,train
1076_IWW_HAP_XX.wav,happy_1844.png,happy,train
1028_IEO_SAD_LO.wav,sad_1845.png,sad,train
1082_WSI_NEU_XX.wav,neutral_1846.png,neutral,train
1062_IWL_FEA_XX.wav,fear_1847.png,fear,train
1083_TIE_NEU_XX.wav,neutral_1848.png,neutral,train
1080_IOM_DIS_XX.wav,disgust_1849.png,disgust,train
1049_DFA_FEA_XX.wav,fear_1850.png,fear,train
1036_MTI_FEA_XX.wav,fear_1851.png,fear,train
1012_TIE_HAP_XX.wav,happy_1852.png,happy,train
1059_IWW_ANG_XX.wav,angry_1853.png,angry,train
1042_IOM_ANG_XX.wav,angry_1854.png,angry,train
1023_MTI_NEU_XX.wav,neutral_1855.png,neutral,train
1058_IWL_HAP_XX.wav,happy_1856.png,happy,train
1059_IEO_DIS_MD.wav,disgust_1857.png,disgust,train
1011_IEO_FEA_LO.wav,fear_1858.png,fear,train
1050_IWW_SAD_XX.wav,sad_1859.png,sad,train
1012_IOM_NEU_XX.wav,neutral_1860.png,neutral,train
1066_IOM_FEA_XX.wav,fear_1861.png,fear,train
1079_IEO_HAP_LO.wav,happy_1862.png,happy,train
1017_IEO_HAP_HI.wav,happy_1863.png,happy,train
1058_TAI_DIS_XX.wav,disgust_1864.png,disgust,train
1071_MTI_ANG_XX.wav,angry_1865.png,angry,train
1073_TIE_HAP_XX.wav,happy_1866.png,happy,train
1055_IEO_FEA_LO.wav,fear_1867.png,fear,train
1004_IEO_HAP_LO.wav,happy_1868.png,happy,train
1078_DFA_DIS_XX.wav,disgust_1869.png,disgust,train
1010_TIE_ANG_XX.wav,angry_1870.png,angry,train
1067_TSI_ANG_XX.wav,angry_1871.png,angry,train
1022_ITH_SAD_XX.wav,sad_1872.png,sad,train
1034_ITS_NEU_XX.wav,neutral_1873.png,neutral,train
1062_ITS_ANG_XX.wav,angry_1874.png,angry,train
1080_TIE_SAD_XX.wav,sad_1875.png,sad,train
1025_TSI_HAP_XX.wav,happy_1876.png,happy,train
1072_IWL_HAP_XX.wav,happy_1877.png,happy,train
1027_DFA_DIS_XX.wav,disgust_1878.png,disgust,train
1063_IEO_ANG_LO.wav,angry_1879.png,angry,train
1040_TIE_HAP_XX.wav,happy_1880.png,happy,train
1013_IEO_HAP_HI.wav,happy_1881.png,happy,train
1022_TSI_ANG_XX.wav,angry_1882.png,angry,train
1019_WSI_NEU_XX.wav,neutral_1883.png,neutral,train
1012_IOM_DIS_XX.wav,disgust_1884.png,disgust,train
1034_IEO_SAD_HI.wav,sad_1885.png,sad,train
1013_IWW_DIS_XX.wav,disgust_1886.png,disgust,train
1039_IEO_HAP_MD.wav,happy_1887.png,happy,train
1079_IEO_ANG_HI.wav,angry_1888.png,angry,train
1053_TIE_SAD_XX.wav,sad_1889.png,sad,train
1038_IEO_ANG_MD.wav,angry_1890.png,angry,train
1013_IEO_FEA_MD.wav,fear_1891.png,fear,train
1005_DFA_NEU_XX.wav,neutral_1892.png,neutral,train
1072_ITH_NEU_XX.wav,neutral_1893.png,neutral,train
1032_IWL_DIS_XX.wav,disgust_1894.png,disgust,train
1040_TIE_FEA_XX.wav,fear_1895.png,fear,train
1005_IWW_DIS_XX.wav,disgust_1896.png,disgust,train
1001_IEO_DIS_MD.wav,disgust_1897.png,disgust,train
1012_TSI_HAP_XX.wav,happy_1898.png,happy,train
1041_TAI_DIS_XX.wav,disgust_1899.png,disgust,train
1006_ITH_ANG_XX.wav,angry_1900.png,angry,train
